domain,outgoing,ingoing,added,time,file
conquer.io,0,0,0,0:00:01,./statistic/conquer.csv
conres.com,0,0,0,0:00:03,./statistic/conres.csv
connective9.com,0,0,0,0:00:05,./statistic/connective9.csv
consagous.co,104,300,18,0:11:14,./statistic/consagous.csv
constantc.com,4,10,0,0:00:28,./statistic/constantc.csv
consensus.app,2,178,0,0:02:38,./statistic/consensus.csv
constacloud.com,67,239,17,0:03:58,./statistic/constacloud.csv
console.com.au,208,237,15,0:06:15,./statistic/console.csv
consultmyapp.com,58,69,6,0:02:36,./statistic/consultmyapp.csv
constructor.io,197,142,17,0:03:15,./statistic/constructor.csv
consultwebs.com,273,117,31,0:03:48,./statistic/consultwebs.csv
consultusdigital.com,55,179,1,0:05:32,./statistic/consultusdigital.csv
conta.com,22,35,2,0:00:58,./statistic/conta.csv
container-solutions.com,615,191,48,0:02:54,./statistic/container-solutions.csv
contactpigeon.com,1351,290,150,0:03:09,./statistic/contactpigeon.csv
contactmonkey.com,195,285,8,0:03:55,./statistic/contactmonkey.csv
contcentric.com,0,0,0,0:00:02,./statistic/contcentric.csv
contensifyhq.com,117,27,4,0:01:40,./statistic/contensifyhq.csv
content-whale.com,106,144,1,0:03:55,./statistic/content-whale.csv
content-marketing-agency.com,68,153,6,0:06:08,./statistic/content-marketing-agency.csv
contentbeta.com,0,0,0,0:00:03,./statistic/contentbeta.csv
content.dog,1,0,0,0:00:05,./statistic/content.csv
contentchemistry.com.au,64,10,3,0:00:21,./statistic/contentchemistry.csv
contentbloom.com,121,240,8,0:04:20,./statistic/contentbloom.csv
contentech.com,0,0,0,0:00:05,./statistic/contentech.csv
contentcopywriting.com.au,6,0,1,0:00:08,./statistic/contentcopywriting.csv
contentellect.com,196,62,11,0:01:50,./statistic/contentellect.csv
contentfac.com,709,161,124,0:03:58,./statistic/contentfac.csv
contentgroup.com.au,40,1,2,0:00:06,./statistic/contentgroup.csv
contentkingapp.com,4,4,0,0:00:13,./statistic/contentkingapp.csv
contentformula.com,92,130,2,0:03:54,./statistic/contentformula.csv
contently.com,0,0,0,0:00:01,./statistic/contently.csv
contentfirst.marketing,137,327,5,0:08:44,./statistic/contentfirst.csv
contentsecurity.com.au,0,0,0,0:00:02,./statistic/contentsecurity.csv
contents.com,0,0,0,0:00:03,./statistic/contents.csv
contentserv.com,503,388,28,0:03:19,./statistic/contentserv.csv
contentrules.com,164,375,43,0:04:02,./statistic/contentrules.csv
contentwise.pro,0,0,0,0:00:02,./statistic/contentwise.csv
contentvista.com,15,1,2,0:00:08,./statistic/contentvista.csv
contentwriters.com,205,256,19,0:03:24,./statistic/contentwriters.csv
contentstudio.io,350,254,20,0:03:38,./statistic/contentstudio.csv
contisystems.com,0,0,0,0:00:01,./statistic/contisystems.csv
continuuminnovations.com,17,16,1,0:01:00,./statistic/continuuminnovations.csv
continuumcloud.com,81,295,6,0:04:43,./statistic/continuumcloud.csv
continu.com,206,219,11,0:06:12,./statistic/continu.csv
contractpodai.com,0,0,0,0:00:01,./statistic/contractpodai.csv
contractzen.com,12,43,5,0:01:18,./statistic/contractzen.csv
contractsafe.com,205,195,6,0:03:06,./statistic/contractsafe.csv
controlmap.io,52,30,5,0:01:25,./statistic/controlmap.csv
contrast.digital,158,45,19,0:02:06,./statistic/contrast.csv
contrastsecurity.com,26,240,1,0:04:45,./statistic/contrastsecurity.csv
controlhub.com,61,135,8,0:06:51,./statistic/controlhub.csv
convergepoint.com,0,0,0,0:00:01,./statistic/convergepoint.csv
contruent.com,0,0,0,0:00:04,./statistic/contruent.csv
conversationdesigninstitute.com,59,111,5,0:03:24,./statistic/conversationdesigninstitute.csv
conversica.com,91,168,3,0:05:53,./statistic/conversica.csv
conversionkings.com.au,0,0,0,0:00:02,./statistic/conversionkings.csv
conversionmarketing.co.nz,12,9,1,0:00:59,./statistic/conversionmarketing.csv
conversion.com,45,29,3,0:02:12,./statistic/conversion.csv
conversiongiant.com,276,218,10,0:05:44,./statistic/conversiongiant.csv
conversionry.com.au,1,1,0,0:00:05,./statistic/conversionry.csv
conversionperk.com,4,1,0,0:00:11,./statistic/conversionperk.csv
convert.com,972,388,98,0:03:43,./statistic/convert.csv
convertcart.com,1062,678,186,0:06:08,./statistic/convertcart.csv
convertdigital.com.au,5,1,0,0:00:05,./statistic/convertdigital.csv
convertiv.com,0,0,0,0:00:09,./statistic/convertiv.csv
converted.in,11,19,0,0:00:42,./statistic/converted.csv
convertica.org,435,152,44,0:04:57,./statistic/convertica.csv
convertkit.com,0,47,0,0:01:22,./statistic/convertkit.csv
convesio.com,161,120,16,0:04:01,./statistic/convesio.csv
conveyor.com,55,168,7,0:05:42,./statistic/conveyor.csv
convirza.com,301,162,23,0:08:54,./statistic/convirza.csv
convrs.io,1,5,0,0:00:10,./statistic/convrs.csv
convoso.com,1,3,0,0:00:09,./statistic/convoso.csv
convosight.com,15,6,2,0:00:15,./statistic/convosight.csv
convrrt.com,89,111,3,0:03:00,./statistic/convrrt.csv
conxhub.com,0,0,0,0:00:05,./statistic/conxhub.csv
cooby.co,12,8,0,0:00:33,./statistic/cooby.csv
cooleaf.com,464,172,39,0:05:05,./statistic/cooleaf.csv
coordinated.com,82,155,4,0:05:31,./statistic/coordinated.csv
coosto.com,0,0,0,0:00:01,./statistic/coosto.csv
copilot.com,0,0,0,0:00:03,./statistic/copilot.csv
copelanddata.com,1,1,0,0:00:06,./statistic/copelanddata.csv
copc.com,118,218,5,0:09:11,./statistic/copc.csv
copy.ai,0,0,0,0:00:03,./statistic/copy.csv
copper.com,0,0,0,0:00:03,./statistic/copper.csv
copperchips.com,29,24,1,0:01:03,./statistic/copperchips.csv
copperdigital.com,13,218,1,0:02:39,./statistic/copperdigital.csv
corasystems.com,122,193,5,0:02:33,./statistic/corasystems.csv
copyleaks.com,34,189,0,0:04:02,./statistic/copyleaks.csv
copysmith.ai,56,132,3,0:04:08,./statistic/copysmith.csv
corbanone.com,141,134,14,0:04:36,./statistic/corbanone.csv
cordial.com,0,0,0,0:00:00,./statistic/cordial.csv
corcystems.com,0,0,0,0:00:04,./statistic/corcystems.csv
coreitx.com,0,2,0,0:00:08,./statistic/coreitx.csv
coredna.com,232,408,24,0:02:57,./statistic/coredna.csv
coreoptimisation.com,0,0,0,0:00:01,./statistic/coreoptimisation.csv
coremedia.com,0,0,0,0:00:03,./statistic/coremedia.csv
corellium.com,3,0,0,0:00:04,./statistic/corellium.csv
corestack.io,105,248,5,0:05:45,./statistic/corestack.csv
corevance.com,0,0,0,0:00:01,./statistic/corevance.csv
coretocloud.co.uk,7,27,0,0:00:45,./statistic/coretocloud.csv
coreview.com,97,18,25,0:01:03,./statistic/coreview.csv
corevist.com,77,856,11,0:08:30,./statistic/corevist.csv
corktreecreative.com,18,14,6,0:00:29,./statistic/corktreecreative.csv
cornershopcreative.com,373,210,99,0:03:16,./statistic/cornershopcreative.csv
corodata.com,139,157,8,0:04:03,./statistic/corodata.csv
cornerstone-digital.com.au,139,136,15,0:08:02,./statistic/cornerstone-digital.csv
corpgovrisk.com,0,2,0,0:00:10,./statistic/corpgovrisk.csv
corrily.com,35,101,1,0:02:19,./statistic/corrily.csv
corporater.com,6,287,0,0:03:43,./statistic/corporater.csv
corporatefilming.com,68,57,15,0:03:41,./statistic/corporatefilming.csv
corum8.com,0,0,0,0:00:00,./statistic/corum8.csv
coschedule.com,1144,1105,53,0:04:27,./statistic/coschedule.csv
corvee.com,137,501,3,0:05:24,./statistic/corvee.csv
cortex.io,188,245,17,0:06:29,./statistic/cortex.csv
costperform.com,0,0,0,0:00:01,./statistic/costperform.csv
coursedog.com,0,0,0,0:00:02,./statistic/coursedog.csv
costmg.com,0,0,0,0:00:03,./statistic/costmg.csv
countly.com,111,61,1,0:02:09,./statistic/countly.csv
covertswarm.com,0,0,0,0:00:01,./statistic/covertswarm.csv
covercy.com,0,0,0,0:00:03,./statistic/covercy.csv
cpa-cm.com,1,4,0,0:00:17,./statistic/cpa-cm.csv
cpacket.com,38,121,2,0:04:44,./statistic/cpacket.csv
cpshr.us,0,0,0,0:00:03,./statistic/cpshr.csv
craftedny.com,0,0,0,0:00:03,./statistic/craftedny.csv
cpg.io,0,0,0,0:00:05,./statistic/cpg.csv
craft.io,39,33,5,0:01:22,./statistic/craft.csv
cramer.com,0,0,0,0:00:01,./statistic/cramer.csv
crashplan.com,41,42,0,0:01:36,./statistic/crashplan.csv
craftware.com,25,194,2,0:02:55,./statistic/craftware.csv
craftmycontent.com.au,110,144,9,0:03:17,./statistic/craftmycontent.csv
creativeanalyticsdc.com,0,0,0,0:00:02,./statistic/creativeanalyticsdc.csv
creative7designs.com,122,0,0,0:00:04,./statistic/creative7designs.csv
creativa.com.au,5,21,1,0:01:16,./statistic/creativa.csv
Create.net,214,178,25,0:02:57,./statistic/Create.csv
creativedrive.com,0,0,0,0:00:02,./statistic/creativedrive.csv
creativeit.io,7,11,1,0:00:38,./statistic/creativeit.csv
creativeforce.io,118,122,11,0:03:58,./statistic/creativeforce.csv
creativemarketingltd.co.uk,73,217,6,0:04:11,./statistic/creativemarketingltd.csv
creatives.me,4,2,0,0:00:06,./statistic/creatives.csv
creativerevolution.com.au,1,1,0,0:00:12,./statistic/creativerevolution.csv
creativepl.com,326,82,17,0:04:28,./statistic/creativepl.csv
creativepace.com,269,107,43,0:04:51,./statistic/creativepace.csv
creatoriq.com,6,0,1,0:00:04,./statistic/creatoriq.csv
creatorseo.com,84,24,20,0:01:07,./statistic/creatorseo.csv
creativesoncall.com,395,173,42,0:03:11,./statistic/creativesoncall.csv
creatopy.com,310,252,47,0:03:28,./statistic/creatopy.csv
credera.co.uk,0,0,0,0:00:02,./statistic/credera.csv
credly.com,158,339,14,0:03:56,./statistic/credly.csv
creditsesame.com,251,173,26,0:03:56,./statistic/creditsesame.csv
creditorwatch.com.au,25,273,1,0:06:27,./statistic/creditorwatch.csv
creekmoremarketing.com,0,0,0,0:00:01,./statistic/creekmoremarketing.csv
creitive.com,17,0,7,0:00:04,./statistic/creitive.csv
crestechnology.com,1,0,0,0:00:06,./statistic/crestechnology.csv
crescatdigital.com,58,126,3,0:02:09,./statistic/crescatdigital.csv
criticalmention.com,7,4,0,0:00:10,./statistic/criticalmention.csv
crestechsoftware.com,1,42,1,0:02:56,./statistic/crestechsoftware.csv
crewbloom.com,10,121,1,0:03:24,./statistic/crewbloom.csv
criipto.com,153,142,27,0:03:40,./statistic/criipto.csv
crm.buzzebees.com,10,13,1,0:00:47,./statistic/crm.csv
crm-masters.com,984,248,463,0:03:40,./statistic/crm-masters.csv
criticalstart.com,300,370,12,0:03:48,./statistic/criticalstart.csv
crmit.com,153,152,23,0:05:50,./statistic/crmit.csv
crmjetty.com,5,2,0,0:00:10,./statistic/crmjetty.csv
crnrstone.com,33,7,6,0:00:19,./statistic/crnrstone.csv
crobox.com,15,16,7,0:00:42,./statistic/crobox.csv
cronj.com,159,265,5,0:07:21,./statistic/cronj.csv
crosscomm.com,38,5,5,0:00:15,./statistic/crosscomm.csv
crosscap.com,9,22,0,0:00:52,./statistic/crosscap.csv
crosser.io,89,125,13,0:03:00,./statistic/crosser.csv
cronofy.com,210,200,29,0:04:17,./statistic/cronofy.csv
crowdfavorite.com,0,0,0,0:00:01,./statistic/crowdfavorite.csv
crowcanyon.com,4,8,0,0:00:43,./statistic/crowcanyon.csv
crowdcreate.us,34,15,8,0:01:13,./statistic/crowdcreate.csv
crowdbotics.com,399,414,40,0:05:19,./statistic/crowdbotics.csv
crownpeak.com,33,0,1,0:00:03,./statistic/crownpeak.csv
crownhillsolutions.com,43,22,1,0:01:01,./statistic/crownhillsolutions.csv
crowdo.net,268,64,17,0:03:31,./statistic/crowdo.csv
crowdspring.com,850,491,151,0:05:21,./statistic/crowdspring.csv
crsoftware.com,3,7,0,0:00:18,./statistic/crsoftware.csv
crst.net,55,7,11,0:00:23,./statistic/crst.csv
crunchtime.com,85,216,15,0:02:58,./statistic/crunchtime.csv
crunchbase.com,165,708,22,0:03:29,./statistic/crunchbase.csv
cryptomathic.com,3,12,0,0:00:20,./statistic/cryptomathic.csv
cryotos.com,5,33,0,0:02:25,./statistic/cryotos.csv
crustlab.com,126,94,9,0:02:45,./statistic/crustlab.csv
crunchydata.com,264,352,21,0:02:59,./statistic/crunchydata.csv
cs-cart.com,0,0,0,0:00:02,./statistic/cs-cart.csv
crystalmediaco.com,0,0,0,0:00:02,./statistic/crystalmediaco.csv
crystalogic.net,0,0,0,0:00:04,./statistic/crystalogic.csv
crystallize.com,422,232,39,0:02:46,./statistic/crystallize.csv
csgtechnologies.net,0,0,0,0:00:04,./statistic/csgtechnologies.csv
csba.com.au,0,0,0,0:00:03,./statistic/csba.csv
csgsolutions.com,3,15,1,0:00:35,./statistic/csgsolutions.csv
csdesignstudios.com,35,42,1,0:01:53,./statistic/csdesignstudios.csv
csiltd.co.uk,0,0,0,0:00:01,./statistic/csiltd.csv
csharptek.com,1,0,0,0:00:05,./statistic/csharptek.csv
csiinc.com,1,5,1,0:00:20,./statistic/csiinc.csv
csofttech.com,0,66,0,0:02:12,./statistic/csofttech.csv
cstmr.com,0,0,0,0:00:03,./statistic/cstmr.csv
cssi.com,0,0,0,0:00:05,./statistic/cssi.csv
csquaretech.com,0,11,0,0:00:20,./statistic/csquaretech.csv
cspsolutions.com,1,8,0,0:00:23,./statistic/cspsolutions.csv
cswsolutions.com,4,1,0,0:00:06,./statistic/cswsolutions.csv
cstor.com,42,1,0,0:00:08,./statistic/cstor.csv
ctcconferences.com,10,18,2,0:00:54,./statistic/ctcconferences.csv
ctidigital.com,328,307,20,0:02:29,./statistic/ctidigital.csv
cube.dev,46,15,1,0:00:31,./statistic/cube.csv
ctpa.org.uk,34,29,4,0:00:51,./statistic/ctpa.csv
ctscomplete.com,70,52,10,0:01:47,./statistic/ctscomplete.csv
cube84.com,18,91,0,0:02:42,./statistic/cube84.csv
cubicleninjas.com,0,0,0,0:00:01,./statistic/cubicleninjas.csv
cubettech.com,0,0,0,0:00:05,./statistic/cubettech.csv
cueballcreatives.com,112,39,1,0:01:53,./statistic/cueballcreatives.csv
cubesoftware.com,473,326,38,0:03:06,./statistic/cubesoftware.csv
cullencommunications.ie,0,0,0,0:00:01,./statistic/cullencommunications.csv
culturefoundry.com,0,0,0,0:00:02,./statistic/culturefoundry.csv
culturemonkey.io,0,0,0,0:00:03,./statistic/culturemonkey.csv
cultivateadvisors.com,50,170,3,0:02:47,./statistic/cultivateadvisors.csv
curacubby.com,0,0,0,0:00:01,./statistic/curacubby.csv
cumberlandcreative.co,9,2,0,0:00:08,./statistic/cumberlandcreative.csv
cumulations.com,2,2,1,0:00:11,./statistic/cumulations.csv
cumulusglobal.com,26,143,4,0:03:32,./statistic/cumulusglobal.csv
curiositymg.com,0,0,0,0:00:02,./statistic/curiositymg.csv
curricula.com,45,2,1,0:00:10,./statistic/curricula.csv
curemedia.com,157,55,5,0:01:57,./statistic/curemedia.csv
curiosum.com,221,108,29,0:02:41,./statistic/curiosum.csv
custom-interactions.com,0,0,0,0:00:00,./statistic/custom-interactions.csv
custobar.com,1,2,1,0:00:09,./statistic/custobar.csv
custard.co.uk,64,25,1,0:00:39,./statistic/custard.csv
cuseum.com,607,317,167,0:02:58,./statistic/cuseum.csv
customd.com,0,0,0,0:00:02,./statistic/customd.csv
customer.io,90,516,16,0:02:43,./statistic/customer.csv
customergauge.com,187,211,8,0:03:26,./statistic/customergauge.csv
customerparadigm.com,11,107,2,0:04:46,./statistic/customerparadigm.csv
customlytics.com,393,125,13,0:02:36,./statistic/customlytics.csv
cux.io,142,165,16,0:03:17,./statistic/cux.csv
cvat.ai,117,69,9,0:03:46,./statistic/cvat.csv
customers.ai,215,321,11,0:03:55,./statistic/customers.csv
cvinsight.co.uk,0,0,0,0:00:08,./statistic/cvinsight.csv
cwcs.co.uk,1,7,0,0:00:25,./statistic/cwcs.csv
cwims.com,2,24,2,0:01:05,./statistic/cwims.csv
cvmaker.com,24,241,5,0:02:57,./statistic/cvmaker.csv
cws.net,4,26,2,0:01:03,./statistic/cws.csv
cxdojo.com,183,114,9,0:02:49,./statistic/cxdojo.csv
cwit.com,9,296,0,0:06:56,./statistic/cwit.csv
cybelangel.com,0,0,0,0:00:04,./statistic/cybelangel.csv
cybaverse.co.uk,0,0,0,0:00:03,./statistic/cybaverse.csv
cyb3roperations.com,0,0,0,0:00:06,./statistic/cyb3roperations.csv
cyara.com,120,213,12,0:03:15,./statistic/cyara.csv
cyber-duck.co.uk,0,0,0,0:00:02,./statistic/cyber-duck.csv
cybellum.com,0,0,0,0:00:04,./statistic/cybellum.csv
cyberclan.com,0,0,0,0:00:01,./statistic/cyberclan.csv
cyberbizztechnologies.com,3,0,1,0:00:06,./statistic/cyberbizztechnologies.csv
cyberint.com,0,0,0,0:00:02,./statistic/cyberint.csv
cybeready.com,0,0,0,0:00:03,./statistic/cybeready.csv
cybergrx.com,0,0,0,0:00:03,./statistic/cybergrx.csv
cyberknight.tech,5,1,0,0:00:04,./statistic/cyberknight.csv
cybermaxx.com,0,0,0,0:00:03,./statistic/cybermaxx.csv
cyberis.com,14,15,1,0:00:24,./statistic/cyberis.csv
cybermark.com,78,86,3,0:02:52,./statistic/cybermark.csv
cybersecop.com,0,0,0,0:00:01,./statistic/cybersecop.csv
cybernx.com,0,0,0,0:00:06,./statistic/cybernx.csv
cyberscope.io,13,10,3,0:00:22,./statistic/cyberscope.csv
cybersaint.io,93,255,3,0:03:25,./statistic/cybersaint.csv
cybersigmacs.com,0,0,0,0:00:02,./statistic/cybersigmacs.csv
cybersixgill.com,0,0,0,0:00:01,./statistic/cybersixgill.csv
cybertecsecurity.com,0,0,0,0:00:02,./statistic/cybertecsecurity.csv
cybersn.com,0,0,0,0:00:04,./statistic/cybersn.csv
cyble.com,13,0,1,0:00:07,./statistic/cyble.csv
cybrary.it,0,7,0,0:00:44,./statistic/cybrary.csv
cybertegic.com,0,13,0,0:00:45,./statistic/cybertegic.csv
cybez.com,4,16,0,0:00:47,./statistic/cybez.csv
cycognito.com,0,0,0,0:00:01,./statistic/cycognito.csv
cydomedia.com,4,1,0,0:00:05,./statistic/cydomedia.csv
cybriant.com,0,0,0,0:00:06,./statistic/cybriant.csv
cycloid.io,108,181,8,0:03:02,./statistic/cycloid.csv
cymulate.com,0,0,0,0:00:02,./statistic/cymulate.csv
cyfersolutions.com,0,0,0,0:00:04,./statistic/cyfersolutions.csv
cygnismedia.com,37,113,2,0:02:32,./statistic/cygnismedia.csv
cyntexa.com,3,0,0,0:00:05,./statistic/cyntexa.csv
cypago.com,0,0,0,0:00:04,./statistic/cypago.csv
cynet.com,1,3,0,0:00:09,./statistic/cynet.csv
cynergy.app,22,13,2,0:00:22,./statistic/cynergy.csv
cypherlearning.com,2,0,0,0:00:03,./statistic/cypherlearning.csv
cyrex.tech,0,0,0,0:00:04,./statistic/cyrex.csv
cypressoft.com,114,57,14,0:02:02,./statistic/cypressoft.csv
cyscale.com,65,93,1,0:02:15,./statistic/cyscale.csv
d2stechnologies.com,0,0,0,0:00:09,./statistic/d2stechnologies.csv
czargroup.net,0,0,0,0:00:09,./statistic/czargroup.csv
cyware.com,136,46,1,0:01:49,./statistic/cyware.csv
cytracom.com,9,32,3,0:02:15,./statistic/cytracom.csv
dac.digital,0,0,0,0:00:05,./statistic/dac.csv
dagmarmarketing.com,0,0,0,0:00:05,./statistic/dagmarmarketing.csv
d3security.com,109,180,3,0:03:01,./statistic/d3security.csv
dacast.com,842,637,54,0:03:44,./statistic/dacast.csv
daisyuk.tech,0,0,0,0:00:01,./statistic/daisyuk.csv
dakai.io,0,0,0,0:00:03,./statistic/dakai.csv
dailystory.com,371,166,24,0:03:00,./statistic/dailystory.csv
daily.co,467,321,14,0:02:59,./statistic/daily.csv
daminion.net,0,0,0,0:00:01,./statistic/daminion.csv
dapth.com,0,0,0,0:00:02,./statistic/dapth.csv
danihers.com.au,0,0,0,0:00:04,./statistic/danihers.csv
danacommunications.com,86,32,30,0:01:26,./statistic/danacommunications.csv
darkhorse.co,0,0,0,0:00:01,./statistic/darkhorse.csv
darnells.co.uk,0,0,0,0:00:02,./statistic/darnells.csv
darkbears.com,1,0,0,0:00:06,./statistic/darkbears.csv
dartdesign.in,2,60,0,0:01:36,./statistic/dartdesign.csv
darwindigital.com,0,0,0,0:00:02,./statistic/darwindigital.csv
dartinnovations.com,9,0,1,0:00:03,./statistic/dartinnovations.csv
darzin.com,5,5,0,0:00:21,./statistic/darzin.csv
dash.app,661,122,116,0:02:31,./statistic/dash.csv
dashclicks.com,0,0,0,0:00:02,./statistic/dashclicks.csv
dashagency.com.au,15,17,1,0:00:44,./statistic/dashagency.csv
dashbot.io,38,29,5,0:01:21,./statistic/dashbot.csv
dashhudson.com,605,322,21,0:04:34,./statistic/dashhudson.csv
dashtwo.com,0,0,0,0:00:04,./statistic/dashtwo.csv
dashthis.com,196,5,0,0:00:13,./statistic/dashthis.csv
dashlane.com,582,455,39,0:03:07,./statistic/dashlane.csv
dashly.io,375,297,23,0:06:07,./statistic/dashly.csv
data41.com,49,30,4,0:01:33,./statistic/data41.csv
data-8.co.uk,0,52,0,0:01:43,./statistic/data-8.csv
data.world,253,235,9,0:02:59,./statistic/data.csv
data-sentinel.com,7,58,1,0:03:58,./statistic/data-sentinel.csv
dataarmy.io,0,0,0,0:00:02,./statistic/dataarmy.csv
databankimx.com,0,0,0,0:00:04,./statistic/databankimx.csv
databand.ai,14,2,0,0:00:07,./statistic/databand.csv
databeys.com,6,7,0,0:00:29,./statistic/databeys.csv
dataclaritycorp.com,4,2,0,0:00:03,./statistic/dataclaritycorp.csv
databoxsolutions.com.au,0,0,0,0:00:02,./statistic/databoxsolutions.csv
datachannel.co,1089,4,1,0:00:13,./statistic/datachannel.csv
databidmachine.com,39,19,0,0:01:11,./statistic/databidmachine.csv
dataclymer.com,2,0,0,0:00:03,./statistic/dataclymer.csv
datacomit.com.au,0,0,0,0:00:05,./statistic/datacomit.csv
datacore.com,90,248,8,0:03:39,./statistic/datacore.csv
dataclover.com,4,20,1,0:09:40,./statistic/dataclover.csv
datadis.com,0,0,0,0:00:03,./statistic/datadis.csv
dataendure.com,1,2,0,0:00:09,./statistic/dataendure.csv
dataedo.com,19,177,1,0:04:49,./statistic/dataedo.csv
datafleet.com,1,0,0,0:00:04,./statistic/datafleet.csv
datafold.com,4,0,0,0:00:10,./statistic/datafold.csv
dataforma.com,9,13,0,0:00:36,./statistic/dataforma.csv
Datagrail.io,29,138,1,0:02:30,./statistic/Datagrail.csv
datagraphic.co.uk,0,0,0,0:00:02,./statistic/datagraphic.csv
datahawk.co,0,2,0,0:00:05,./statistic/datahawk.csv
datagran.io,4,4,1,0:00:14,./statistic/datagran.csv
datahen.com,172,135,14,0:02:59,./statistic/datahen.csv
datameaning.com,0,0,0,0:00:01,./statistic/datameaning.csv
datalligence.ai,0,0,0,0:00:05,./statistic/datalligence.csv
datamagicinc.com,0,0,0,0:00:04,./statistic/datamagicinc.csv
datahut.co,183,253,27,0:05:14,./statistic/datahut.csv
datapao.com,0,0,0,0:00:02,./statistic/datapao.csv
datanomix.io,0,0,0,0:00:02,./statistic/datanomix.csv
datangle.net,0,0,0,0:00:04,./statistic/datangle.csv
datanethosting.com,34,83,7,0:03:01,./statistic/datanethosting.csv
datapharmaustralia.com,2,1,0,0:00:02,./statistic/datapharmaustralia.csv
dataprivacyadvisory.com,0,0,0,0:00:01,./statistic/dataprivacyadvisory.csv
datarecovery.net,1,0,0,0:00:08,./statistic/datarecovery.csv
dataprivacymanager.net,0,0,0,0:00:12,./statistic/dataprivacymanager.csv
datarevolt.agency,0,0,0,0:00:01,./statistic/datarevolt.csv
datasemantics.co,0,0,0,0:00:05,./statistic/datasemantics.csv
dataservicesinc.com,0,0,0,0:00:03,./statistic/dataservicesinc.csv
datavid.com,0,1,0,0:00:07,./statistic/datavid.csv
dataweavers.com,0,0,0,0:00:01,./statistic/dataweavers.csv
datavirtuality.com,0,0,0,0:00:03,./statistic/datavirtuality.csv
datawatchsystems.com,0,0,0,0:00:04,./statistic/datawatchsystems.csv
datawrapper.de,980,208,123,0:02:50,./statistic/datawrapper.csv
datrics.ai,0,0,0,0:00:02,./statistic/datrics.csv
datixinc.com,0,0,0,0:00:04,./statistic/datixinc.csv
datexcorp.com,4,0,0,0:00:07,./statistic/datexcorp.csv
datazoo.com,248,119,24,0:02:35,./statistic/datazoo.csv
dayshape.com,0,0,0,0:00:01,./statistic/dayshape.csv
davidtaylordigital.com,467,150,20,0:03:10,./statistic/davidtaylordigital.csv
day1tech.com,40,149,3,0:03:46,./statistic/day1tech.csv
dazeworks.com,30,0,3,0:00:06,./statistic/dazeworks.csv
dazz.io,0,2,0,0:00:14,./statistic/dazz.csv
dbaplatform.com,64,116,3,0:02:27,./statistic/dbaplatform.csv
daywireless.com,104,73,1,0:04:01,./statistic/daywireless.csv
dbresults.com.au,0,0,0,0:00:02,./statistic/dbresults.csv
dbsgroup.net,0,0,0,0:00:02,./statistic/dbsgroup.csv
dbseer.com,11,11,0,0:00:24,./statistic/dbseer.csv
dbservices.com,170,167,10,0:05:47,./statistic/dbservices.csv
dbvis.com,0,0,0,0:00:03,./statistic/dbvis.csv
dcmmoguls.com,1,1,1,0:00:07,./statistic/dcmmoguls.csv
dbswebsite.com,33,57,9,0:02:37,./statistic/dbswebsite.csv
dckap.com,179,197,13,0:03:04,./statistic/dckap.csv
ddilink.com,0,0,0,0:00:02,./statistic/ddilink.csv
dealerbox.net,0,1,0,0:00:07,./statistic/dealerbox.csv
dealcloud.com,1,5,0,0:00:31,./statistic/dealcloud.csv
dealerteam.com,34,46,4,0:01:06,./statistic/dealerteam.csv
dealhub.io,0,0,0,0:00:02,./statistic/dealhub.csv
dealerteamwork.com,0,0,0,0:00:05,./statistic/dealerteamwork.csv
dealmachine.com,82,220,6,0:02:35,./statistic/dealmachine.csv
dealroom.net,278,142,20,0:05:51,./statistic/dealroom.csv
decision-wise.com,0,0,0,0:00:01,./statistic/decision-wise.csv
deci.ai,0,1,0,0:00:07,./statistic/deci.csv
decipherzone.com,5,3,1,0:00:10,./statistic/decipherzone.csv
dealroomevents.com,53,61,8,0:02:03,./statistic/dealroomevents.csv
decisionlink.com,0,0,0,0:00:01,./statistic/decisionlink.csv
deck7.com,0,0,0,0:00:03,./statistic/deck7.csv
decisions.com,0,0,0,0:00:06,./statistic/decisions.csv
decode.agency,3,1,0,0:00:05,./statistic/decode.csv
dedicateddevelopers.com,1,0,0,0:00:05,./statistic/dedicateddevelopers.csv
decodeadvertising.com,24,201,1,0:02:18,./statistic/decodeadvertising.csv
deepbrain.io,75,72,3,0:03:54,./statistic/deepbrain.csv
deepgram.com,0,0,0,0:00:03,./statistic/deepgram.csv
deepfocus.in,0,0,0,0:00:03,./statistic/deepfocus.csv
deepfried.com,4,1,0,0:00:04,./statistic/deepfried.csv
deeperthanblue.co.uk,103,105,10,0:03:40,./statistic/deeperthanblue.csv
definitionagency.com,0,0,0,0:00:02,./statistic/definitionagency.csv
default-value.com,5,1,1,0:00:05,./statistic/default-value.csv
deepinspire.com,5,1,1,0:00:06,./statistic/deepinspire.csv
deepinstinct.com,1,11,0,0:00:24,./statistic/deepinstinct.csv
deksia.com,0,0,0,0:00:02,./statistic/deksia.csv
degordian.com,1,0,0,0:00:03,./statistic/degordian.csv
deftsoft.com,1,0,0,0:00:04,./statistic/deftsoft.csv
dekimo.com,0,0,0,0:00:02,./statistic/dekimo.csv
deliciousdigitalmarketing.com,56,27,14,0:01:18,./statistic/deliciousdigitalmarketing.csv
delaget.com,24,61,2,0:02:33,./statistic/delaget.csv
delianet.com,28,109,20,0:02:52,./statistic/delianet.csv
